i,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],beta_0,beta_1,n_absent,n_present,n_subj,rho,sigma,tau_0,tau_1
Intercept,602.864,21.067,28.616,0.0,561.573,644.155,650,30,150,150,9,0.35,175,80,15
category[T.present],11.904,7.472,1.593,0.111,-2.74,26.548,650,30,150,150,9,0.35,175,80,15
Group Var,3786.949,8.429,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,259.656,3.318,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,87.356,,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,648.151,34.246,18.926,0.0,581.031,715.272,650,30,150,150,9,0.35,175,80,15
category[T.present],44.876,9.724,4.615,0.0,25.818,63.934,650,30,150,150,9,0.35,175,80,15
Group Var,10343.863,29.696,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,2058.853,7.001,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,428.654,2.395,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,637.243,18.657,34.155,0.0,600.676,673.811,650,30,150,150,9,0.35,175,80,15
category[T.present],21.055,9.699,2.171,0.03,2.046,40.065,650,30,150,150,9,0.35,175,80,15
Group Var,2923.049,8.845,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,495.722,3.297,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,427.104,2.39,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,628.594,17.971,34.978,0.0,593.372,663.817,650,30,150,150,9,0.35,175,80,15
category[T.present],33.8,7.706,4.386,0.0,18.697,48.903,650,30,150,150,9,0.35,175,80,15
Group Var,2701.415,8.337,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,578.818,2.723,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,124.02,1.671,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,630.533,35.414,17.805,0.0,561.123,699.943,650,30,150,150,9,0.35,175,80,15
category[T.present],55.464,7.08,7.834,0.0,41.588,69.34,650,30,150,150,9,0.35,175,80,15
Group Var,11081.408,32.37,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,659.296,5.893,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,39.225,2.746,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,652.664,32.094,20.336,0.0,589.76,715.568,650,30,150,150,9,0.35,175,80,15
category[T.present],30.026,9.172,3.274,0.001,12.049,48.002,650,30,150,150,9,0.35,175,80,15
Group Var,9066.09,26.512,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,789.463,5.479,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,348.272,2.165,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,614.74,27.54,22.321,0.0,560.762,668.718,650,30,150,150,9,0.35,175,80,15
category[T.present],25.745,7.733,3.329,0.001,10.59,40.901,650,30,150,150,9,0.35,175,80,15
Group Var,6623.654,19.696,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-936.2,5.336,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,132.812,2.578,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,626.995,8.767,71.517,0.0,609.812,644.178,650,30,150,150,9,0.35,175,80,15
category[T.present],42.831,8.31,5.154,0.0,26.543,59.118,650,30,150,150,9,0.35,175,80,15
Group Var,475.288,2.008,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,299.337,1.407,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,188.584,1.967,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,574.535,22.19,25.892,0.0,531.044,618.026,650,30,150,150,9,0.35,175,80,15
category[T.present],35.89,6.885,5.213,0.0,22.395,49.384,650,30,150,150,9,0.35,175,80,15
Group Var,4228.92,12.719,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-100.807,2.854,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,21.636,1.225,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,634.148,21.326,29.736,0.0,592.349,675.946,650,30,150,150,9,0.35,175,80,15
category[T.present],17.061,9.87,1.729,0.084,-2.285,36.406,650,30,150,150,9,0.35,175,80,15
Group Var,3882.452,11.533,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1226.639,4.277,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,455.257,2.468,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,683.903,26.967,25.361,0.0,631.049,736.756,650,30,150,150,9,0.35,175,80,15
category[T.present],41.806,9.805,4.264,0.0,22.59,61.023,650,30,150,150,9,0.35,175,80,15
Group Var,6340.107,18.717,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1032.82,5.087,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,455.845,2.472,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,655.298,12.152,53.927,0.0,631.481,679.115,650,30,150,150,9,0.35,175,80,15
category[T.present],27.666,11.43,2.42,0.016,5.263,50.068,650,30,150,150,9,0.35,175,80,15
Group Var,1126.431,3.819,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,511.99,2.614,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,770.718,3.379,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,626.162,21.726,28.821,0.0,583.58,668.745,650,30,150,150,9,0.35,175,80,15
category[T.present],29.725,6.753,4.402,0.0,16.489,42.961,650,30,150,150,9,0.35,175,80,15
Group Var,4045.421,12.282,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,139.589,3.01,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,4.817,1.51,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,632.691,23.114,27.373,0.0,587.388,677.993,650,30,150,150,9,0.35,175,80,15
category[T.present],50.428,8.086,6.237,0.0,34.58,66.276,650,30,150,150,9,0.35,175,80,15
Group Var,4603.245,14.454,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,906.35,5.094,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,178.455,0.821,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,619.387,26.477,23.393,0.0,567.492,671.282,650,30,150,150,9,0.35,175,80,15
category[T.present],44.92,6.705,6.7,0.0,31.779,58.061,650,30,150,150,9,0.35,175,80,15
Group Var,6109.606,18.382,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,172.54,3.968,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,4.873,1.893,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,652.131,17.522,37.217,0.0,617.788,686.473,650,30,150,150,9,0.35,175,80,15
category[T.present],20.067,11.232,1.787,0.074,-1.947,42.081,650,30,150,150,9,0.35,175,80,15
Group Var,2558.599,7.897,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,445.297,3.607,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,726.121,3.245,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,637.95,31.283,20.393,0.0,576.636,699.264,650,30,150,150,9,0.35,175,80,15
category[T.present],23.363,8.506,2.747,0.006,6.691,40.035,650,30,150,150,9,0.35,175,80,15
Group Var,8616.75,26.067,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1523.029,5.783,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,269.199,1.984,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,580.462,31.549,18.399,0.0,518.627,642.296,650,30,150,150,9,0.35,175,80,15
category[T.present],36.586,6.627,5.521,0.0,23.598,49.575,650,30,150,150,9,0.35,175,80,15
Group Var,8760.587,26.088,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,71.315,4.071,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,0.581,1.274,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,616.563,22.662,27.207,0.0,572.146,660.98,650,30,150,150,9,0.35,175,80,15
category[T.present],34.106,7.579,4.5,0.0,19.251,48.96,650,30,150,150,9,0.35,175,80,15
Group Var,4424.571,13.517,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,734.496,3.554,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,121.954,1.735,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,646.452,30.789,20.996,0.0,586.106,706.798,650,30,150,150,9,0.35,175,80,15
category[T.present],16.533,6.979,2.369,0.018,2.854,30.212,650,30,150,150,9,0.35,175,80,15
Group Var,8338.503,25.114,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,655.458,4.323,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,51.523,1.435,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,629.759,20.093,31.342,0.0,590.377,669.141,650,30,150,150,9,0.35,175,80,15
category[T.present],36.745,8.039,4.571,0.0,20.989,52.502,650,30,150,150,9,0.35,175,80,15
Group Var,3428.159,10.364,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-426.081,3.194,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,170.65,1.659,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,644.396,28.143,22.897,0.0,589.238,699.555,650,30,150,150,9,0.35,175,80,15
category[T.present],10.366,6.694,1.549,0.121,-2.754,23.485,650,30,150,150,9,0.35,175,80,15
Group Var,6936.344,21.04,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-23.922,3.565,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,19.739,1.192,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,658.847,28.934,22.771,0.0,602.138,715.556,650,30,150,150,9,0.35,175,80,15
category[T.present],52.888,9.572,5.525,0.0,34.127,71.648,650,30,150,150,9,0.35,175,80,15
Group Var,7334.039,21.755,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1676.291,5.91,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,423.753,2.381,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,622.456,30.421,20.461,0.0,562.833,682.08,650,30,150,150,9,0.35,175,80,15
category[T.present],35.198,9.464,3.719,0.0,16.649,53.748,650,30,150,150,9,0.35,175,80,15
Group Var,8111.438,23.095,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,953.294,5.274,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,371.292,2.235,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,603.951,27.79,21.733,0.0,549.484,658.418,650,30,150,150,9,0.35,175,80,15
category[T.present],22.378,9.066,2.468,0.014,4.609,40.147,650,30,150,150,9,0.35,175,80,15
Group Var,6738.543,19.596,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1458.65,5.312,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,315.821,2.32,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,610.141,33.875,18.012,0.0,543.748,676.533,650,30,150,150,9,0.35,175,80,15
category[T.present],30.128,9.504,3.17,0.002,11.5,48.756,650,30,150,150,9,0.35,175,80,15
Group Var,10123.629,29.581,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-291.152,5.946,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,405.52,2.329,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,637.837,30.698,20.778,0.0,577.67,698.005,650,30,150,150,9,0.35,175,80,15
category[T.present],31.72,7.153,4.434,0.0,17.7,45.74,650,30,150,150,9,0.35,175,80,15
Group Var,8277.821,24.504,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,663.257,5.118,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,53.143,2.579,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,658.127,24.112,27.295,0.0,610.869,705.386,650,30,150,150,9,0.35,175,80,15
category[T.present],28.77,8.374,3.436,0.001,12.358,45.183,650,30,150,150,9,0.35,175,80,15
Group Var,5025.849,14.885,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-921.331,4.3,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,217.997,1.795,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,665.319,31.503,21.119,0.0,603.573,727.064,650,30,150,150,9,0.35,175,80,15
category[T.present],38.059,8.759,4.345,0.0,20.891,55.226,650,30,150,150,9,0.35,175,80,15
Group Var,8725.597,25.529,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1555.697,6.05,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,277.37,2.414,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,641.235,42.435,15.111,0.0,558.064,724.406,650,30,150,150,9,0.35,175,80,15
category[T.present],21.75,7.757,2.804,0.005,6.546,36.954,650,30,150,150,9,0.35,175,80,15
Group Var,16004.105,46.583,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1479.821,6.741,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,136.833,1.681,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,656.547,31.172,21.062,0.0,595.452,717.643,650,30,150,150,9,0.35,175,80,15
category[T.present],31.682,8.766,3.614,0.0,14.502,48.863,650,30,150,150,9,0.35,175,80,15
Group Var,8545.959,25.336,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,797.928,5.178,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,293.179,2.003,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,675.476,29.297,23.056,0.0,618.054,732.897,650,30,150,150,9,0.35,175,80,15
category[T.present],32.955,10.278,3.207,0.001,12.812,53.099,650,30,150,150,9,0.35,175,80,15
Group Var,7522.622,22.206,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1407.477,6.021,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,545.928,2.732,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,640.185,26.254,24.384,0.0,588.728,691.642,650,30,150,150,9,0.35,175,80,15
category[T.present],20.753,9.196,2.257,0.024,2.73,38.776,650,30,150,150,9,0.35,175,80,15
Group Var,5996.282,17.624,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-336.671,4.494,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,346.718,2.162,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,697.915,28.72,24.301,0.0,641.625,754.205,650,30,150,150,9,0.35,175,80,15
category[T.present],25.5,13.171,1.936,0.053,-0.314,51.314,650,30,150,150,9,0.35,175,80,15
Group Var,7216.279,21.105,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,287.453,6.83,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,1146.634,4.432,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,630.657,29.464,21.405,0.0,572.909,688.405,650,30,150,150,9,0.35,175,80,15
category[T.present],17.3,6.907,2.505,0.012,3.763,30.837,650,30,150,150,9,0.35,175,80,15
Group Var,7607.093,22.235,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,365.082,3.748,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,17.523,1.259,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,726.964,27.494,26.441,0.0,673.078,780.851,650,30,150,150,9,0.35,175,80,15
category[T.present],24.286,8.865,2.739,0.006,6.91,41.661,650,30,150,150,9,0.35,175,80,15
Group Var,6598.058,19.427,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-667.708,4.762,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,297.342,2.02,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,603.053,24.695,24.42,0.0,554.651,651.455,650,30,150,150,9,0.35,175,80,15
category[T.present],35.219,11.409,3.087,0.002,12.858,57.58,650,30,150,150,9,0.35,175,80,15
Group Var,5289.315,15.892,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1775.975,6.108,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,772.538,3.391,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,666.629,26.479,25.175,0.0,614.73,718.528,650,30,150,150,9,0.35,175,80,15
category[T.present],34.205,9.273,3.689,0.0,16.03,52.38,650,30,150,150,9,0.35,175,80,15
Group Var,6105.748,18.038,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,241.227,4.46,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,364.574,2.212,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,674.419,30.153,22.367,0.0,615.32,733.518,650,30,150,150,9,0.35,175,80,15
category[T.present],28.558,11.212,2.547,0.011,6.582,50.533,650,30,150,150,9,0.35,175,80,15
Group Var,7973.31,23.121,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1333.736,6.471,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,712.408,3.195,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,643.38,23.801,27.032,0.0,596.732,690.029,650,30,150,150,9,0.35,175,80,15
category[T.present],40.909,9.827,4.163,0.0,21.649,60.169,650,30,150,150,9,0.35,175,80,15
Group Var,4893.941,14.59,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,297.874,4.256,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,460.559,2.486,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,630.74,20.166,31.278,0.0,591.216,670.265,650,30,150,150,9,0.35,175,80,15
category[T.present],13.311,8.74,1.523,0.128,-3.819,30.441,650,30,150,150,9,0.35,175,80,15
Group Var,3464.478,7.302,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,295.874,3.378,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,296.482,,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,620.106,28.434,21.809,0.0,564.376,675.836,650,30,150,150,9,0.35,175,80,15
category[T.present],39.121,6.714,5.827,0.0,25.962,52.28,650,30,150,150,9,0.35,175,80,15
Group Var,7074.279,20.962,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-94.721,3.814,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,1.27,1.365,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,633.592,28.035,22.6,0.0,578.644,688.541,650,30,150,150,9,0.35,175,80,15
category[T.present],32.663,6.894,4.738,0.0,19.151,46.175,650,30,150,150,9,0.35,175,80,15
Group Var,6869.479,20.566,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-357.19,3.988,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,18.958,1.42,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,643.132,21.847,29.437,0.0,600.312,685.952,650,30,150,150,9,0.35,175,80,15
category[T.present],38.162,9.696,3.936,0.0,19.158,57.165,650,30,150,150,9,0.35,175,80,15
Group Var,4082.071,12.025,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,359.84,3.778,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,418.687,2.367,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,649.513,23.392,27.767,0.0,603.667,695.36,650,30,150,150,9,0.35,175,80,15
category[T.present],32.094,9.348,3.433,0.001,13.771,50.416,650,30,150,150,9,0.35,175,80,15
Group Var,4729.054,14.006,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1079.521,5.945,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,395.579,5.024,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,589.665,34.414,17.135,0.0,522.216,657.115,650,30,150,150,9,0.35,175,80,15
category[T.present],31.267,7.285,4.292,0.0,16.988,45.547,650,30,150,150,9,0.35,175,80,15
Group Var,10452.064,30.328,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,820.121,4.804,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,64.351,1.432,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,638.199,21.907,29.132,0.0,595.262,681.136,650,30,150,150,9,0.35,175,80,15
category[T.present],37.454,12.197,3.071,0.002,13.549,61.359,650,30,150,150,9,0.35,175,80,15
Group Var,4114.126,12.332,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-985.731,5.414,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,928.614,3.823,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,673.568,27.303,24.67,0.0,620.054,727.081,650,30,150,150,9,0.35,175,80,15
category[T.present],25.489,11.885,2.145,0.032,2.195,48.783,650,30,150,150,9,0.35,175,80,15
Group Var,6502.029,19.067,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-141.895,5.901,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,856.936,3.611,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,665.522,20.602,32.304,0.0,625.143,705.9,650,30,150,150,9,0.35,175,80,15
category[T.present],33.003,9.61,3.434,0.001,14.167,51.839,650,30,150,150,9,0.35,175,80,15
Group Var,3610.315,8.28,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,690.498,3.938,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,412.13,,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,640.357,15.226,42.056,0.0,610.515,670.2,650,30,150,150,9,0.35,175,80,15
category[T.present],21.57,10.13,2.129,0.033,1.716,41.425,650,30,150,150,9,0.35,175,80,15
Group Var,1874.749,5.862,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,468.563,2.801,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,499.986,2.595,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,592.245,16.283,36.372,0.0,560.33,624.159,650,30,150,150,9,0.35,175,80,15
category[T.present],29.051,8.005,3.629,0.0,13.362,44.739,650,30,150,150,9,0.35,175,80,15
Group Var,2184.619,6.871,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,-526.655,2.809,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,173.398,1.66,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,602.312,21.256,28.336,0.0,560.652,643.973,650,30,150,150,9,0.35,175,80,15
category[T.present],35.933,12.793,2.809,0.005,10.86,61.006,650,30,150,150,9,0.35,175,80,15
Group Var,3852.953,11.382,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,767.481,4.96,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,1046.176,4.123,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,661.284,26.502,24.952,0.0,609.34,713.227,650,30,150,150,9,0.35,175,80,15
category[T.present],36.453,8.065,4.52,0.0,20.647,52.26,650,30,150,150,9,0.35,175,80,15
Group Var,6118.348,18.134,,,,,650,30,150,150,9,0.35,175,80,15
Group x category[T.present] Cov,1047.332,4.273,,,,,650,30,150,150,9,0.35,175,80,15
category[T.present] Var,179.281,1.697,,,,,650,30,150,150,9,0.35,175,80,15
Intercept,607.157,28.329,21.433,0.0,551.634,662.68,650,30,150,150,9,0.35,175,80,15
